TRANSACTION_ID,AMOUNT,TRANSACTION_DATE,REMARKS,TO_ACC,FROM_ACC
955,3380,2023-09-25,Bouq All Italian - Primerba,422,471
956,5460,2023-11-21,Rice - Long Grain,628,384
957,3251,2024-05-01,Sugar - Splenda Sweetener,169,36
958,3324,2024-03-07,Beer - Mcauslan Apricot,797,628
959,2896,2023-07-12,"Gingerale - Schweppes, 355 Ml",806,45
960,5868,2023-11-28,Table Cloth 54x72 Colour,346,118
961,6918,2024-05-06,Cheese - Cheddar With Claret,220,812
962,4158,2023-06-29,Potatoes - Fingerling 4 Oz,659,962
963,4235,2024-03-16,"Wine - White, Lindemans Bin 95",410,270
964,4555,2023-10-18,Trueblue - Blueberry 12x473ml,63,555
965,9835,2023-09-01,Beef - Inside Round,14,780
966,7415,2023-08-03,Wine - Toasted Head,1000,362
967,2997,2023-07-15,Lamb Shoulder Boneless Nz,805,607
968,6126,2023-09-14,Fennel,786,356
969,4015,2023-07-22,Table Cloth 62x120 Colour,268,886
970,3506,2023-12-03,"Chicken - White Meat, No Tender",478,928
971,6613,2023-11-19,Cabbage Roll,187,896
972,2158,2024-04-02,Cheese Cloth No 60,819,707
973,2692,2023-10-13,"Wine - Red, Gallo, Merlot",473,670
974,2889,2023-07-12,Sauce - Hollandaise,94,175
975,7820,2023-11-12,Pie Shell - 9,696,743
976,8590,2024-02-08,Temperature Recording Station,801,634
977,7943,2024-01-25,Wine - Magnotta - Pinot Gris Sr,236,315
978,4312,2024-05-07,"Beans - Black Bean, Dry",325,170
979,4730,2023-08-16,Pail With Metal Handle 16l White,633,615
980,4537,2023-11-14,Tomatoes - Orange,362,159
981,7903,2024-01-29,Onions - Pearl,893,135
982,9938,2024-03-10,Irish Cream - Butterscotch,213,673
983,8820,2024-02-05,Pepper - Gypsy Pepper,206,872
984,2599,2024-01-28,Cheese - Asiago,796,533
985,2469,2023-10-13,Cookies - Amaretto,407,534
986,9924,2023-09-24,Teriyaki Sauce,59,767
987,9021,2023-10-22,"Wine - Red, Cabernet Sauvignon",457,273
988,5523,2023-07-22,"Wine - Red, Cooking",654,491
989,4399,2023-11-11,Pepper - Yellow Bell,196,331
990,7510,2023-08-12,Bread Crumbs - Panko,22,316
991,4315,2023-11-02,"Tortillas - Flour, 12",920,228
992,8674,2024-06-20,Carrots - Mini Red Organic,410,205
993,9959,2023-08-24,Eggplant Italian,346,715
994,4169,2023-11-27,Fuji Apples,763,360
995,9201,2024-06-19,"Lemonade - Natural, 591 Ml",966,84
996,1544,2023-08-03,Pastry - Carrot Muffin - Mini,962,225
997,2547,2023-09-20,Wakami Seaweed,633,416
998,3677,2023-12-11,Sloe Gin - Mcguinness,897,200
999,3027,2023-08-28,"Soup - Knorr, French Onion",339,593
1000,4147,2024-04-08,Butter - Unsalted,329,379
